comment_id,video_id,author,author_channel_url,published_at,updated_at,is_edited,like_count,text
UgyO_gNk-p_MIIrufNN4AaABAg,gTi5unw3-PE,@_simon.k_,http://www.youtube.com/@_simon.k_,2026-09-19T10:59:30Z,2026-09-19T10:59:30Z,False,0,"Chelsea Brentford late
Tottenham 0 Aston Villa 1
Brighton 1 Arsenal 2
Everton 2 Ipswich 1
Newcastle 2 Hull 1
Nottingham 2 Coventry 0
Bournemouth 2 Liverpool 2
Leeds 3 Crystal Palace 1
Man City 3 Sunderland 1
Fulham 1 Manchester United 1"
UgxnzLtfzaI6STq5utJ4AaABAg,gTi5unw3-PE,@danielrogers3070,http://www.youtube.com/@danielrogers3070,2026-09-19T09:44:52Z,2026-09-19T09:44:52Z,False,0,"was to late for Chelsea Brentford probably would have gone 3:3

Spurs v Villa 0:2
Brighton v Arsenal 1:3
Everton v Ipswich 2:0
Newcastle v Hull 2:0
Forest v Coventry 4:0
Bournemouth v Liverpool 1:3
Leeds v Crystal palace 3:1
Man City v Sunderland 1:1
Fulham v Man United 0:2"
UgxTKNtSsq0KMNrqtn94AaABAg,gTi5unw3-PE,@joseolvera1322,http://www.youtube.com/@joseolvera1322,2026-09-19T08:17:50Z,2026-09-19T08:17:50Z,False,0,"Tottenham 1 Aston Villa 2 
Brighton 2 Arsenal 1 
Everton 1 Ipswich 1
Nottingham 0 Coventry City 1
Bournemouth 0 Liverpool 2
Leeds United 2 Crystal Palace 0
Manchester City 0 Sundeland 1
Manchester United 3 Fulham 1"
UgzADwMfpshbSpX_ENx4AaABAg,gTi5unw3-PE,@MyklYTB,http://www.youtube.com/@MyklYTB,2026-09-19T07:51:44Z,2026-09-19T07:51:44Z,False,0,Finally back since the Ronaldo slander
Ugz7c400m2a6YQ_VlsV4AaABAg,gTi5unw3-PE,@jamestaylormufc,http://www.youtube.com/@jamestaylormufc,2026-09-19T07:22:24Z,2026-09-19T07:22:24Z,False,0,"Tottenham 0-1 Aston villa 
Brighton 1-2 Arsenal
Everton 1-1 Ipswich
Newcastle 1-1 hull
Coventry 0-3 Nottingham forest
Bournemouth 1-0Liverpool
Leeds 2-0 Crystal palace
Man city 2-0 Sunderland
Fulham 1-2 Manchester united"
UgxjE-07C_lGYBEoQmZ4AaABAg,gTi5unw3-PE,@Zigzaggery-m8d,http://www.youtube.com/@Zigzaggery-m8d,2026-09-19T06:39:12Z,2026-09-19T06:39:12Z,False,0,"Brentford 2-1 Chelsea
Spurs 1-1 Villa
Brighton 1-1 Arsenal
Everton 2-0 Ipswich
Newcastle 1-1 Hull
Forest 2-0 Coventry
Bournemouth 1-3 Liverpool
Leeds 1-0 Palace
City 3-0 Sunderland
Fulham 1-1 United"
UgxoBuEhjC0h7XTr-mh4AaABAg,gTi5unw3-PE,@ThegrandtravelNerd,http://www.youtube.com/@ThegrandtravelNerd,2026-09-19T06:27:16Z,2026-09-19T06:27:16Z,False,0,"Brentford 3 Chelsea 0
Spurs 1 Villa 2
Brighton 1 Arsenal 2
Everton 1 Ipswich 1
Newcastle 1 Hull 2
Forest 2 Coventry 1
Bournemouth 0 Liverpool 2
Leeds 3 Palace 0
Man City 3 Sunderland 1
Fulham 0 Man Utd 2"
Ugzf5momTzYpcUuFR9N4AaABAg,gTi5unw3-PE,@pratyushchandra3354,http://www.youtube.com/@pratyushchandra3354,2026-09-19T02:00:54Z,2026-09-19T02:00:54Z,False,0,"Brentford 2 Chelsea 2
Tottenham 0 Aston Villa 1
Brighton 2 Arsenal 2
Everton 2 Ipswich 3
Newcastle 1 Hull City 1
Nottm Forest 3 Coventry 0
Bournemouth 2 Liverpool 2
Leeds 3 Crystal Palace 1
Man City 3 Sunderland 2
Fulham 2 Man United 1"
UgxRQNqkv6D4CgRML5p4AaABAg,gTi5unw3-PE,@andrewlineham5670,http://www.youtube.com/@andrewlineham5670,2026-09-19T01:59:11Z,2026-09-19T01:59:11Z,False,0,Tottenham 1 Villa 0 Brighton 2 Arsenal 1 Everton 0 Ipswich 0 Newcastle 1 hull 1 forest 2 Coventry 0 Bournemouth 1 Liverpool 3 Leeds 1 Palace 1 city 4 Sunderland 2 Fulham 0 united 2
Ugzqh7gEWoRb6Bxg-lR4AaABAg,gTi5unw3-PE,@eldihyseni-e2v,http://www.youtube.com/@eldihyseni-e2v,2026-09-18T23:12:12Z,2026-09-18T23:12:12Z,False,0,"Tottenham Vs Aston Villa 0-0
Arsenal Vs Brighton 1-0
Everton vs Ipswich 2-1
Newcastle Vs Hull 2-1
Nottingham Vs Coventry 3-0
Liverpool Vs Bournemouth 2-2
Leeds Vs Palace 3-0
City Vs Sunderland 3-1
Fulham Vs United 1-2"
UgwJmmVPS4fDVOw1ooR4AaABAg,gTi5unw3-PE,@FullPerspective,http://www.youtube.com/@FullPerspective,2026-09-18T22:48:47Z,2026-09-18T22:48:47Z,False,0,"The BBC claims that no team has ever got 11 points in the first 10 games and been relegated from the premiership.

If this is true then Hull City only need 3 points in 6 games and Ipswich 5 points in 6 games to be safe or they will be the first to go down with such a good start 🤔

As positive as that is for Hull and Ipswich who I think has surprised most, it obviously means that Palace, Spurs, Fulham, Villa and Coventry has a real cause for concern, especially given that Palace at home lost to Ipswich and Coventry at home lost to Hull. Its obviously too early to tell, but it is rare for momentum to shift too drastically in a league. Even when Leicester had a brilliant start and so many thought they would drop off eventually, they ended up winning the league."
UgzNrJl1tpqtpDk6U494AaABAg,gTi5unw3-PE,@trin5118,http://www.youtube.com/@trin5118,2026-09-18T22:13:34Z,2026-09-18T22:13:34Z,False,0,"Brentford 2-0 Chelsea
Spurs 1-1 Aston Villa
Brighton 0-2 Arsenal
Everton 2-1 Ipswich
Newcastle 0-1 Hull
Forest 2-1 Coventry
Bournemouth 2-2 Liverpool
Leeds 2-1 Palace
Man City 2-0 Sunderland
Fulham 1-2 Man United"
UgxcRoA0Bn5KDS-XpDh4AaABAg,gTi5unw3-PE,@FPL-JOSH,http://www.youtube.com/@FPL-JOSH,2026-09-18T21:38:47Z,2026-09-18T21:38:47Z,False,0,"Missed Chelsea vs Brentford
Tottenham 1-1 Aston Villa
Brighton 1-2 Arsenal
Everton 2-1 Ipswich 
Newcastle United 3-2 Hull City
Nottingham Forest 3-0 Coventry
Bournemouth 1-2 Liverpool
Leeds 3-1 Crystal Palace 
Man City 3-1 Sunderland 
Fulham 0-2 Manchester United"
Ugy6-5wwCJyDzqaOhnB4AaABAg,gTi5unw3-PE,@johnsloss9672,http://www.youtube.com/@johnsloss9672,2026-09-18T20:43:07Z,2026-09-18T20:43:07Z,False,0,2 nil to Brentford at 9.40 here such a good manager Keith is becoming 💯
Ugw8xm6x2GuiuYyvH8B4AaABAg,gTi5unw3-PE,@VibeDrift-k7t,http://www.youtube.com/@VibeDrift-k7t,2026-09-18T19:11:39Z,2026-09-18T19:11:39Z,False,0,"Chelsea 2-2 Brentford
Spurs 1-2 Aston Villa
Everton 1-0 Ipswich town
Brighton 1-1 Arsenal
Newcastle 2-1 Hull
Nottingham Forest 3-0 Coventry 
Bournemouth 1-1 Liverpool 
Man City 2-0 Sunderland 
Leeds 1-0 Crystal palace 
Man United  3-2 Fulham"
UgxkQj_sb4ibWez329R4AaABAg,gTi5unw3-PE,@reecetheblack8901,http://www.youtube.com/@reecetheblack8901,2026-09-18T19:11:36Z,2026-09-18T19:11:36Z,False,0,"too late for the Chelsea match rip but heres the rest
wont count but Brentford 0-2 Chelsea
Spurs 0-0 Aston Villa
Everton 2-1 Ipswich
Brighton 0-2 Arsenal
Newcastle 1-1 Hull
Forest 3-0 Coventry
Bournemouth 0-1 Liverpool
Man City 3-2 Sunderland
Leeds 3-1 Crystal Palce
Fulham 1-1 Man U"
Ugwx0wyi_03Xgcu8Q2x4AaABAg,gTi5unw3-PE,@andyw8025,http://www.youtube.com/@andyw8025,2026-09-18T19:07:43Z,2026-09-18T19:07:43Z,False,0,"Brentford 3-3 Chelsea
Tottenham 1-0 Aston Villa
Brighton 2-2 Arsenal 
Everton 2-0 Ipswich Town 
Newcastle United 2-1 Hull City 
Forest 2-1 Coventry 
Bournemouth 1-2 Liverpool 
Leeds United 3-0 Palace 
Man City 2-0 Sunderland 
Fulham 0-1 Manchester United"
